,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist,song_name,cluster
9850,0.579,0.242,10,-17.964,0,0.0278,0.915,0.0337,0.0666,0.487,99.58,The Mamas & The Papas,Got A Feelin',2
9851,0.592,0.341,4,-11.768,1,0.0286,0.744,0.0,0.0905,0.637,108.79,The Mamas & The Papas,Do You Wanna Dance,2
9852,0.599,0.371,3,-13.095,0,0.0246,0.495,1.04e-05,0.0921,0.765,90.988,The Mamas & The Papas,People Like Us,2
9853,0.363,0.299,1,-11.134,0,0.0284,0.679,0.0277,0.0828,0.203,101.499,The Mamas & The Papas,Strange Young Girls,2
9854,0.446,0.367,1,-11.104,1,0.0285,0.772,0.0,0.524,0.321,106.488,The Mamas & The Papas,Spanish Harlem,2
9855,0.336,0.587,0,-5.465,1,0.0298,0.773,0.0,0.286,0.56,97.375,The Mamas & The Papas,Sing For Your Supper,2
9856,0.363,0.434,10,-7.688,1,0.0273,0.608,0.0,0.334,0.372,105.264,The Mamas & The Papas,Look Through My Window,2
9857,0.552,0.538,6,-6.61,1,0.0249,0.8,5.69e-05,0.104,0.707,96.039,The Mamas & The Papas,Twist And Shout,2
9858,0.632,0.548,10,-11.383,1,0.0461,0.644,0.000402,0.0748,0.913,122.292,The Mamas & The Papas,You Baby,1
9859,0.514,0.741,11,-7.994,0,0.031,0.0061,1.06e-05,0.0642,0.713,113.44,The Mamas & The Papas,California Somnolienta,4
9860,0.676,0.441,6,-13.835,1,0.0347,0.623,0.00862,0.0701,0.929,81.011,The Mamas & The Papas,Step Out,2
9861,0.49,0.557,1,-6.358,1,0.0293,0.724,0.0,0.624,0.679,110.204,The Mamas & The Papas,"Monday, Monday",5
9862,0.294,0.552,2,-10.176,1,0.03,0.625,0.0,0.137,0.728,77.315,The Mamas & The Papas,For The Love Of Ivy,2
9863,0.458,0.702,5,-7.585,1,0.026,0.0212,0.0238,0.113,0.885,99.334,The Mamas & The Papas,No Salt On Her Tail,1
9864,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,Buffalo Springfield,For What It's Worth,1
9865,0.674,0.706,9,-9.012,1,0.0384,0.108,6.48e-06,0.114,0.961,133.789,Buffalo Springfield,Mr. Soul,1
9866,0.66,0.501,5,-12.005,1,0.027,0.533,0.000323,0.145,0.901,119.234,Buffalo Springfield,On the Way Home,1
9867,0.561,0.214,7,-21.989,1,0.134,0.815,0.638,0.156,0.855,171.645,Buffalo Springfield,I Am a Child,6
9868,0.409,0.636,9,-13.542,0,0.111,0.603,0.0154,0.347,0.567,144.682,Buffalo Springfield,Rock & Roll Woman,4
9869,0.64,0.449,9,-10.23,1,0.0416,0.628,0.131,0.0894,0.775,135.573,Buffalo Springfield,Pretty Girl Why,1
9870,0.624,0.425,7,-12.919,1,0.0262,0.415,1.42e-05,0.0557,0.846,81.04,Buffalo Springfield,A Child's Claim to Fame,1
9871,0.637,0.5,11,-14.493,1,0.0321,0.556,0.00076,0.169,0.825,116.308,Buffalo Springfield,Sit Down I Think I Love You,2
9872,0.72,0.576,2,-15.118,1,0.029,0.271,0.0,0.256,0.947,111.592,Buffalo Springfield,Hot Dusty Roads,1
9873,0.652,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.885,Buffalo Springfield,For What It’s Worth,1
9874,0.68,0.142,9,-16.296,1,0.0314,0.928,0.000483,0.148,0.311,105.37,Buffalo Springfield,Kind Woman,2
9875,0.161,0.348,5,-13.283,1,0.0319,0.795,0.329,0.0971,0.123,150.989,Buffalo Springfield,Expecting to Fly,2
9876,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,Neil Diamond,Sweet Caroline,2
9877,0.562,0.503,1,-14.836,1,0.0335,0.319,0.0,0.163,0.846,127.827,Neil Diamond,Cracklin' Rosie - Single Version,1
9878,0.706,0.39,9,-13.673,1,0.0324,0.0221,3.81e-05,0.0944,0.839,90.584,Neil Diamond,Forever In Blue Jeans,1
9879,0.515,0.641,5,-5.573,1,0.0272,0.567,0.0642,0.322,0.655,109.558,Neil Diamond,"Girl, You'll Be A Woman Soon",1
9880,0.56,0.827,8,-4.157,1,0.0306,0.0271,0.00285,0.0551,0.904,84.383,Neil Diamond,Cherry Cherry,1
9881,0.246,0.375,10,-14.409,1,0.0272,0.141,4.97e-06,0.109,0.511,90.53,Neil Diamond,I Am...I Said - Single Version,2
9882,0.419,0.23,10,-17.102,1,0.0359,0.628,5.85e-06,0.222,0.199,128.892,Neil Diamond,September Morn,2
9883,0.594,0.529,0,-9.338,1,0.0287,0.276,3.92e-05,0.148,0.511,109.703,Neil Diamond,Song Sung Blue,1
9884,0.428,0.432,8,-11.58,1,0.0288,0.575,0.00933,0.0888,0.808,135.142,Neil Diamond,Brother Love's Travelling Salvation Show,2
9885,0.16,0.123,0,-18.111,1,0.04,0.878,2.24e-05,0.157,0.239,67.006,Neil Diamond,You Don't Bring Me Flowers,2
9886,0.635,0.678,11,-6.262,1,0.0384,0.211,0.000406,0.112,0.707,81.409,Neil Diamond,Kentucky Woman,1
9887,0.473,0.213,2,-17.951,1,0.0273,0.488,0.000147,0.132,0.341,106.461,Neil Diamond,Play Me,2
9888,0.58,0.516,4,-9.432,0,0.0326,0.196,2.04e-06,0.455,0.778,78.323,Neil Diamond,Solitary Man,4
9889,0.6,0.667,1,-8.138,1,0.0328,0.257,0.0,0.115,0.846,127.413,Neil Diamond,Cracklin' Rosie,1
9890,0.283,0.31,9,-14.284,1,0.0279,0.663,0.000522,0.122,0.402,103.283,Neil Diamond,Holly Holy,2
9891,0.556,0.327,0,-15.612,1,0.0311,0.467,1.32e-05,0.318,0.327,108.913,Neil Diamond,Song Sung Blue - Single Version,2
9892,0.249,0.553,10,-7.288,1,0.0269,0.104,6.87e-06,0.0995,0.504,90.399,Neil Diamond,I Am...I Said,0
9893,0.262,0.212,0,-17.044,1,0.0332,0.415,0.0,0.124,0.0994,122.49,Neil Diamond,Hello Again,2
9894,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,The Temptations,Ain't Too Proud To Beg,1
9895,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,The Temptations,Just My Imagination (Running Away With Me),2
9896,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,The Temptations,Papa Was A Rollin' Stone - Single Version,4
9897,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,The Temptations,Get Ready,1
9898,0.388,0.449,3,-12.584,1,0.088,0.443,0.0,0.265,0.692,179.651,The Temptations,I Wish It Would Rain,0
9899,0.693,0.687,5,-12.909,1,0.0973,0.575,0.0,0.398,0.699,108.854,The Temptations,I Can't Get Next To You,1
9900,0.789,0.908,0,-8.123,1,0.0433,0.141,3.7e-05,0.189,0.909,113.205,The Temptations,Treat Her Like A Lady - Single Version,1
9901,0.64,0.67,11,-5.812,0,0.032,0.271,0.0,0.339,0.97,111.267,The Temptations,I Want A Love I Can See,4
9902,0.635,0.393,10,-11.894,1,0.0428,0.394,0.0,0.255,0.427,98.332,The Temptations,I'm Gonna Make You Love Me,2
9903,0.529,0.735,5,-8.153,1,0.0896,0.238,0.0,0.102,0.862,79.002,The Temptations,Ball Of Confusion (That's What The World Is Today) - Single Version/Mono,1
9904,0.585,0.612,0,-6.035,1,0.0249,0.097,0.0485,0.232,0.104,96.018,The Temptations,Rudolph The Red-Nosed Reindeer - BLOND:ISH Remix,0
9905,0.624,0.863,5,-8.021,0,0.0641,0.115,0.0,0.0717,0.82,110.187,The Temptations,Psychedelic Shack,4
9906,0.395,0.468,0,-8.723,1,0.0294,0.511,0.0,0.0699,0.375,167.308,The Temptations,My Christmas Tree,0
9907,0.655,0.547,0,-4.862,1,0.0425,0.093,0.0,0.0618,0.628,119.902,The Temptations,Beauty Is Only Skin Deep - Mono SIngle,1
9908,0.634,0.503,5,-11.89,1,0.0282,0.5,0.0,0.0465,0.813,109.57,The Temptations,(I Know) I'm Losing You,1
9909,0.736,0.45,7,-14.104,1,0.0583,0.354,0.0,0.0689,0.82,118.042,The Temptations,Cloud Nine,1
9910,0.747,0.494,2,-13.459,1,0.0434,0.0189,0.604,0.0367,0.947,92.435,The Temptations,Shakey Ground,6
9911,0.84,0.443,1,-11.655,1,0.0393,0.156,0.000235,0.059,0.906,114.008,The Temptations,Lady Soul - Single Version,1
9912,0.582,0.377,0,-10.414,1,0.0286,0.629,0.0,0.0922,0.675,96.783,The Temptations,You're My Everything,2
9913,0.773,0.788,0,-12.061,1,0.0461,0.094,1.87e-05,0.215,0.924,113.166,The Temptations,Treat Her Like A Lady,1
9914,0.629,0.432,10,-10.346,1,0.0449,0.383,0.0,0.044,0.485,101.33,The Temptations,I Second That Emotion,2
9915,0.555,0.643,7,-7.68,1,0.0335,0.582,0.0,0.332,0.791,125.102,The Temptations,The Girl's Alright With Me,1
9916,0.561,0.73,1,-2.408,1,0.0321,0.774,0.0,0.18,0.706,115.045,Tammi Terrell,All I Do Is Think About You,1
9917,0.589,0.758,1,-4.158,1,0.0315,0.0715,0.00842,0.104,0.869,113.864,Tammi Terrell,Come On And See Me,1
9918,0.589,0.668,2,-7.267,1,0.0321,0.519,8.02e-06,0.299,0.916,115.488,Tammi Terrell,My Heart,1
9919,0.502,0.897,0,-3.863,1,0.0688,0.00969,0.00012,0.0821,0.899,86.761,Tammi Terrell,This Old Heart Of Mine (Is Weak For You),1
9920,0.689,0.41,9,-4.131,0,0.0272,0.714,0.014,0.308,0.465,96.748,Tammi Terrell,I Cried,4
9921,0.573,0.762,3,-4.403,1,0.0286,0.0858,0.0,0.065,0.677,79.162,Tammi Terrell,Two Can Have A Party,1
9922,0.546,0.735,10,-4.3,0,0.0304,0.186,1.95e-05,0.0761,0.744,103.725,Tammi Terrell,I Can't Believe You Love Me,4
9923,0.59,0.743,3,-4.13,1,0.0323,0.0944,0.00391,0.0948,0.775,115.768,Tammi Terrell,Tears At The End Of A Love Affair,1
9924,0.696,0.828,0,-2.763,1,0.244,0.276,0.0138,0.144,0.761,97.37,Tammi Terrell,If You Don't Think,1
9925,0.629,0.774,4,-4.768,1,0.0308,0.0071,0.0,0.0852,0.932,103.934,Tammi Terrell,What A Good Man He Is,1
9926,0.393,0.728,8,-5.326,1,0.0387,0.00364,0.0,0.346,0.854,87.714,Tammi Terrell,Can't Stop Now (Love Is Calling),1
9927,0.672,0.653,0,-7.175,0,0.0243,0.0921,0.00302,0.135,0.826,105.029,Tammi Terrell,Hold Me Oh My Darling,4
9928,0.639,0.59,2,-9.42,0,0.0308,0.0203,0.00021,0.158,0.924,124.425,Tammi Terrell,I Gotta Find A Way To Get You Back,4
9929,0.67,0.834,3,-4.91,1,0.0381,0.643,4.56e-06,0.729,0.816,112.418,Tammi Terrell,When Love Comes Knocking At My Heart - Previously Unreleased,5
9930,0.746,0.489,3,-6.509,1,0.0285,0.597,0.0,0.176,0.915,107.924,Tammi Terrell,Memory Chest - Previously Unreleased,1
9931,0.399,0.593,8,-3.565,1,0.0312,0.488,0.00101,0.0875,0.651,93.581,Tammi Terrell,That's What Boys Are Made For,1
9932,0.656,0.689,1,-5.036,1,0.0335,0.249,0.0,0.0679,0.759,111.957,Tammi Terrell,Oh How I'd Miss You - Demo,1
9933,0.652,0.56,9,-9.64,0,0.0479,0.272,7.69e-05,0.325,0.928,131.192,Tammi Terrell,It's Mine,4
9934,0.721,0.685,8,-3.69,1,0.0313,0.616,0.0,0.0805,0.842,113.643,Tammi Terrell,Kissing In The Shadows,1
9935,0.572,0.614,10,-4.79,1,0.031,0.0255,2.31e-05,0.187,0.603,118.461,Tammi Terrell,Just Too Much To Hope For,1
9936,0.617,0.55,3,-6.445,1,0.0314,0.833,0.0,0.281,0.762,117.257,Tammi Terrell,"Give In, You Just Can't Win - Previously Unreleased",1
9937,0.712,0.796,2,-5.468,1,0.0264,0.00353,0.031,0.064,0.964,112.683,Tammi Terrell,He's The One I Love,1
9938,0.696,0.618,1,-12.234,1,0.0315,0.259,0.0,0.0793,0.929,114.502,Tammi Terrell,There Are Things,1
9939,0.633,0.651,10,-3.123,0,0.036,0.122,3.73e-05,0.294,0.655,116.531,Tammi Terrell,"Give In, You Just Can't Win",4
9940,0.654,0.71,5,-4.802,0,0.0299,0.173,2.22e-06,0.109,0.741,118.535,Tammi Terrell,That's How It Is (Since You've Been Gone),4
9941,0.593,0.637,5,-10.914,1,0.0594,0.386,0.0,0.268,0.546,132.019,Tammi Terrell,"Lone, Lonely Town",1
9942,0.74,0.238,6,-10.469,0,0.22,0.807,0.0,0.245,0.497,80.949,Miguel,Sure Thing - Live,2
9943,0.641,0.593,3,-7.884,1,0.0264,0.46,0.0,0.169,0.437,119.828,Miguel,Hasta Que Me Olvides,1
9944,0.427,0.499,0,-6.213,0,0.0601,0.392,0.0,0.389,0.338,82.523,Miguel,Vixen,4
9945,0.401,0.499,0,-7.643,1,0.0272,0.217,0.0,0.149,0.262,144.276,Miguel,Por Debajo De La Mesa,0
9946,0.663,0.579,10,-6.982,1,0.0269,0.645,0.0,0.189,0.48,89.929,Miguel,Sabor a Mi,1
9947,0.54,0.367,0,-14.238,1,0.0277,0.0367,0.0,0.0433,0.252,70.276,Miguel,Culpable O No - Miénteme Como Siempre,2
9948,0.389,0.443,10,-8.546,0,0.0304,0.571,0.00178,0.114,0.0888,76.54,Miguel,No Sé Tú,2
9949,0.638,0.708,1,-5.342,0,0.0754,0.0973,0.0,0.177,0.606,84.978,Miguel,Banana Clip,4
9950,0.762,0.646,6,-6.311,1,0.0465,0.213,0.0,0.192,0.623,126.02,Miguel,Number 9 (feat. Lil Yachty),1
9951,0.501,0.685,5,-7.349,1,0.0325,0.5,0.0,0.953,0.382,105.468,Miguel,Si Nos Dejan - En Vivo,5
9952,0.659,0.358,8,-8.726,1,0.0803,0.785,0.0,0.078,0.645,94.177,Miguel,Sonora Y Sus Ojos Negros,2
9953,0.611,0.553,0,-6.681,1,0.0328,0.415,0.0,0.497,0.573,84.996,Miguel,Remember Me (Dúo),5
9954,0.542,0.665,0,-8.121,1,0.0297,0.522,0.0,0.177,0.417,147.977,Miguel,Tengo Todo Excepto a Ti,0
9955,0.389,0.71,5,-6.265,1,0.0351,0.161,0.0,0.918,0.666,160.397,Miguel,La bikina - En vivo,5
9956,0.437,0.522,0,-7.048,1,0.031,0.268,0.0,0.126,0.72,169.366,Miguel,Sabes Una Cosa,0
9957,0.658,0.843,3,-4.158,0,0.0583,0.538,0.0,0.0669,0.547,130.697,Miguel,Así No Te Amará Jamás,4
9958,0.516,0.675,8,-7.355,1,0.0323,0.492,1.29e-05,0.0902,0.381,142.123,Miguel,Entrégate,0
9959,0.766,0.387,9,-7.58,1,0.033,0.757,1.74e-06,0.0484,0.764,110.89,Miguel,Cruz De Madera,1
9960,0.638,0.794,0,-6.29,1,0.0316,0.0443,0.000523,0.141,0.749,144.873,Miguel,La Chica Del Bikini Azul,1
9961,0.686,0.868,0,-3.889,1,0.0504,0.0738,0.0,0.287,0.557,125.768,Miguel,Cuando Calienta El Sol,1
9962,0.493,0.452,10,-10.841,1,0.0374,0.491,0.00023,0.155,0.474,165.425,Miguel,Usted,2
9963,0.571,0.5,7,-5.178,1,0.028,0.143,0.0,0.303,0.633,125.887,Miguel,Échame a Mi La Culpa,1
9964,0.559,0.429,0,-13.995,0,0.0289,0.269,0.0,0.0306,0.3,131.88,Miguel,Fría Como El Viento,2
9965,0.61,0.677,4,-9.813,0,0.0325,0.0614,0.0,0.232,0.444,103.946,Miguel,Suave,4
9966,0.557,0.759,10,-6.404,1,0.0794,0.654,0.0,0.109,0.736,170.028,Miguel,Te necesito,0
9967,0.816,0.367,2,-9.354,1,0.0588,0.314,0.0,0.0987,0.413,116.035,Toosii,Favorite Song,1
9968,0.79,0.426,6,-12.537,1,0.182,0.0285,0.0,0.0754,0.264,121.928,Toosii,Back From The Dead,3
9969,0.822,0.387,2,-8.633,1,0.0519,0.351,1.04e-06,0.0996,0.435,116.009,Toosii,Favorite Song (feat. Future) [Toxic Version],1
9970,0.571,0.413,2,-10.741,1,0.457,0.217,0.0,0.135,0.115,111.455,Toosii,Love is...,3
9971,0.621,0.772,3,-4.974,1,0.342,0.437,0.0,0.381,0.29,158.105,Toosii,Another Love Song,3
9972,0.638,0.604,2,-5.892,1,0.104,0.55,0.0,0.192,0.625,160.038,Toosii,City Of Love,1
9973,0.789,0.398,2,-7.889,1,0.0405,0.275,0.0,0.103,0.434,116.02,Toosii,Favorite Song (with Khalid) [Remix],1
9974,0.646,0.429,7,-8.586,1,0.456,0.0459,0.0,0.101,0.377,127.011,Toosii,Sapiosexual,3
9975,0.79,0.58,3,-6.872,0,0.124,0.253,0.0,0.222,0.36,89.979,Toosii,Euphoria,4
9976,0.816,0.45,1,-11.571,0,0.448,0.0867,0.0,0.126,0.425,83.507,Toosii,Truth Be Told,3
9977,0.821,0.39,2,-8.463,1,0.0467,0.34,1.19e-06,0.101,0.411,116.01,Toosii,Bonus - Favorite Song (feat. Future) [Toxic Version],1
9978,0.743,0.511,11,-7.96,0,0.0935,0.398,3.48e-06,0.0995,0.583,150.786,Toosii,Favorite Song - Sped Up,4
9979,0.696,0.459,4,-6.309,0,0.0487,0.0119,0.0,0.172,0.0819,104.387,Toosii,Never Leave Her (feat. Jacquees),4
9980,0.556,0.451,3,-10.504,1,0.348,0.827,0.0,0.152,0.11,75.654,Toosii,Last Song,3
9981,0.774,0.451,6,-8.942,0,0.239,0.0533,0.0,0.078,0.429,126.955,Toosii,Love Cycle (with Summer Walker),3
9982,0.59,0.471,2,-7.135,1,0.186,0.761,0.0,0.108,0.318,83.131,Toosii,Sinking,2
9983,0.816,0.564,4,-7.866,0,0.23,0.00339,0.0,0.126,0.519,164.977,Toosii,Rip 2.0,3
9984,0.756,0.474,1,-7.336,1,0.318,0.0826,0.0,0.166,0.398,163.802,Toosii,head over hills,3
9985,0.855,0.477,0,-9.321,0,0.0787,0.0228,0.0,0.136,0.298,113.049,Toosii,Reminiscing,4
9986,0.785,0.632,8,-6.448,0,0.234,0.0312,0.0,0.11,0.334,73.534,Toosii,Poetic Pain,4
9987,0.523,0.69,11,-6.164,1,0.213,0.147,0.0,0.0608,0.204,113.388,Toosii,Woo Lady,0
9988,0.831,0.378,6,-12.413,0,0.347,0.00902,0.0,0.0833,0.498,127.077,Toosii,Love Cycle,3
9989,0.716,0.504,3,-8.097,0,0.394,0.367,0.0,0.282,0.626,145.041,Toosii,Magic Potion,3
9990,0.669,0.667,1,-6.13,1,0.192,0.371,0.0,0.153,0.482,155.983,Toosii,Villains & Heroes,0
9991,0.633,0.51,8,-8.262,1,0.361,0.258,0.000156,0.153,0.497,122.071,Toosii,5'5 (feat. Latto),3
9992,0.521,0.528,0,-8.619,1,0.28,0.048,0.0,0.0797,0.395,84.94,Toosii,Keeper,3
9993,0.832,0.496,7,-6.743,0,0.26,0.0686,0.0,0.111,0.398,81.982,Toosii,heart cold,3
9994,0.56,0.677,10,-4.458,1,0.295,0.262,0.0,0.123,0.352,83.484,Toosii,Rich Ridin,3
9995,0.75,0.478,2,-12.167,1,0.115,0.556,0.0,0.103,0.539,119.869,Toosii,Hey Now! (Car Freestyle),2
9996,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,The Kid LAROI,STAY (with Justin Bieber),0
9997,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,The Kid LAROI,WITHOUT YOU,1
9998,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,The Kid LAROI,Thousand Miles,0
9999,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,The Kid LAROI,GO (feat. Juice WRLD),5
10000,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",4
10001,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,The Kid LAROI,SO DONE,0
10002,0.683,0.707,2,-5.488,1,0.0385,0.11,0.0,0.13,0.548,130.023,The Kid LAROI,Forever & Again (From Barbie The Album),1
10003,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),4
10004,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,The Kid LAROI,Diva (feat. Lil Tecca),4
10005,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827,The Kid LAROI,ALWAYS DO,1
10006,0.683,0.707,2,-5.488,1,0.0385,0.11,0.0,0.13,0.548,130.023,The Kid LAROI,Forever & Again,1
10007,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),4
10008,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),1
10009,0.439,0.43,10,-9.033,1,0.121,0.868,0.00145,0.115,0.15,146.73,The Kid LAROI,I Can't Go Back To The Way It Was (Intro),2
10010,0.363,0.373,2,-6.93,1,0.0461,0.557,0.0,0.14,0.341,81.06,The Kid LAROI,WHERE DOES YOUR SPIRIT GO?,2
10011,0.523,0.609,1,-7.802,1,0.191,0.059,0.0,0.14,0.374,154.051,The Kid LAROI,FEEL SOMETHING (feat. Marshmello),0
10012,0.595,0.823,7,-6.448,1,0.0566,0.0662,0.0,0.569,0.435,155.005,The Kid LAROI,I GUESS IT'S LOVE?,5
10013,0.763,0.542,3,-6.753,0,0.148,0.639,0.0,0.113,0.504,142.031,The Kid LAROI,Let Her Go,4
10014,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881,The Kid LAROI,TELL ME WHY,4
10015,0.676,0.494,2,-7.077,1,0.261,0.135,0.0,0.0995,0.756,169.685,The Kid LAROI,SAME ENERGY,3
10016,0.724,0.5,5,-7.112,0,0.259,0.41,0.0,0.115,0.317,97.694,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),3
10017,0.389,0.768,1,-4.765,1,0.256,0.038,0.0,0.119,0.334,90.146,The Kid LAROI,WRONG,0
10018,0.63,0.707,5,-3.632,1,0.0508,0.0681,0.0,0.284,0.285,86.849,The Kid LAROI,NEED YOU MOST (So Sick),1
10019,0.412,0.657,6,-5.535,0,0.124,0.468,0.0,0.318,0.625,76.342,The Kid LAROI,NOT FAIR,4
10020,0.373,0.539,1,-4.865,1,0.086,0.166,0.0,0.139,0.075,77.006,The Kid LAROI,SELFISH,0
10021,0.606,0.533,4,-4.833,0,0.077,0.00556,0.0,0.292,0.156,89.079,The Kid LAROI,MAYBE,4
10022,0.726,0.414,9,-12.296,0,0.269,0.406,0.0,0.0713,0.47,150.009,The Kid LAROI,Fade Away,3
10023,0.75,0.641,7,-5.134,0,0.0353,0.0458,0.0,0.193,0.743,144.988,The Kid LAROI,ERASE U,4
10024,0.714,0.462,1,-10.627,0,0.354,0.79,0.000158,0.121,0.889,82.103,The Kid LAROI,Kids Are Growing Up (Part 1),3
10025,0.454,0.718,8,-5.084,0,0.107,0.431,0.0,0.163,0.275,141.556,The Kid LAROI,OVER YOU,4
10026,0.788,0.656,8,-6.974,0,0.047,0.0375,0.0,0.127,0.549,138.981,The Kid LAROI,I WISH,4
10027,0.662,0.659,6,-4.642,1,0.155,0.0225,0.0,0.107,0.363,135.95,The Kid LAROI,SAME THING,0
10028,0.747,0.487,7,-7.064,1,0.125,0.0662,0.0,0.36,0.248,92.978,The Kid LAROI,PIKACHU,1
10029,0.536,0.482,2,-6.749,1,0.0311,0.553,0.0,0.123,0.185,90.966,The Kid LAROI,BEST FOR ME,2
10030,0.438,0.585,8,-5.425,0,0.0908,0.377,0.0,0.13,0.313,100.834,The Kid LAROI,RUNNING,4
10031,0.901,0.49,5,-9.099,0,0.129,0.0155,0.0,0.109,0.397,135.015,The Kid LAROI,Addison Rae,4
10032,0.752,0.631,7,-6.809,1,0.0495,0.0421,0.0,0.188,0.502,124.983,The Kid LAROI,LONELY AND F*CKED UP,1
10033,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,Justin Bieber,Ghost,0
10034,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,Justin Bieber,Love Yourself,3
10035,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,Justin Bieber,Beauty And A Beat,0
10036,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),1
10037,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,Justin Bieber,I Don't Care (with Justin Bieber),1
10038,0.562,0.937,9,-4.059,0,0.0596,0.315,0.0,0.448,0.437,150.001,Justin Bieber,All I Want For Christmas Is You (SuperFestive!),4
10039,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,Justin Bieber,Mistletoe,4
10040,0.71,0.712,0,-4.328,1,0.0382,0.0784,0.0,0.0999,0.55,125.973,Justin Bieber,Up,1
10041,0.717,0.57,5,-5.459,0,0.161,0.114,0.0,0.2,0.894,134.018,Justin Bieber,Confident - Single Version,4
10042,0.638,0.515,10,-8.575,1,0.0288,0.521,0.0,0.317,0.419,100.01,Justin Bieber,Christmas Love,2
10043,0.58,0.79,4,-4.9,0,0.0622,0.118,0.0,0.0765,0.416,95.001,Justin Bieber,Company,4
10044,0.737,0.81,2,-5.092,1,0.0656,0.0198,0.0,0.313,0.652,96.992,Justin Bieber,Never Say Never - Single Version,1
10045,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,Miguel,Sure Thing,4
10046,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,Miguel,Girl With The Tattoo Enter.lewd,2
10047,0.776,0.603,5,-5.696,1,0.0343,0.0728,6.25e-05,0.111,0.921,96.888,Miguel,All I Want Is You (feat. J. Cole),1
10048,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,Miguel,Sky Walker (feat. Travis Scott),0
10049,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,Miguel,Adorn,4
10050,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,Miguel,How Many Drinks?,4
10051,0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,Miguel,Ahora Te Puedes Marchar,4
10052,0.461,0.653,6,-8.617,1,0.327,0.158,0.0,0.197,0.588,81.628,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),3
10053,0.753,0.458,4,-12.52,0,0.123,0.0812,0.00413,0.209,0.662,105.057,Miguel,Sure Thing - Sped Up,4
10054,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,Miguel,waves - Tame Impala Remix,0
10055,0.631,0.683,7,-8.788,1,0.0344,0.291,0.0,0.0994,0.708,97.959,Miguel,La Media Vuelta,1
10056,0.374,0.727,10,-4.352,1,0.0309,0.237,0.0,0.134,0.283,155.127,Miguel,La Incondicional,0
10057,0.685,0.808,1,-4.124,0,0.0762,0.326,0.0,0.373,0.869,141.988,Miguel,La Bolsa Gucci,4
10058,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.118,0.206,130.09,21 Savage,all my friends,0
